"Wiki Fun Facts","mc","In RuneScape Classic what shortcut existed in the Viyeldi caves during Legends Quest?","You could skip past the entire lower half|You could teleport directly to the boss|There was a rope to skip the puzzles|The shortcut bypassed the combat sections","You could skip past the entire lower half","Legends Quest|Viyeldi caves|shortcut|RuneScape Classic","In RuneScape Classic you could skip past the entire lower half of the Viyeldi caves."
"Wiki Fun Facts","mc","What happens in the Pyramid Plunder lobby if you clear the rubble from the Burgh de Rott pub during In Aid of the Myreque?","A sarcophagus magically opens forever for you|You unlock a new room|You receive bonus Thieving XP|A hidden boss appears","A sarcophagus magically opens forever for you","Pyramid Plunder|sarcophagus|In Aid of the Myreque|Burgh de Rott","Clearing the Burgh de Rott pub rubble during In Aid of the Myreque makes a sarcophagus in the Pyramid Plunder lobby open permanently for your account."
"Wiki Fun Facts","mc","On Monkey Madness Day, there is an extra copy of Luthas's banana crate from Pirate's Treasure. Where is it?","On Ape Atoll|In the Gnome Stronghold|In Zanaris|On Entrana","On Ape Atoll","banana crate|Ape Atoll|Pirate's Treasure|Luthas|Monkey Madness","There is an extra copy of Luthas's banana crate from Pirate's Treasure on Ape Atoll that can technically be used to smuggle rum and finish the quest."
"Wiki Fun Facts","mc","How many times must you be caught by the monkeys in Ape Atoll prison to earn a seaweed-stuffed monkey prize from the sassy gnomes?","100 times|10 times|50 times|1000 times","100 times","Ape Atoll|gnomes|monkey|caught|prize|seaweed","If you get caught by the monkeys 100 times the sassy gnomes in Ape Atoll prison reward you with a seaweed-stuffed monkey."
"Wiki Fun Facts","mc","What happens if you get caught in Ape Atoll prison while wearing a dragon square shield?","The gnomes mark it off on their bingo card|Nothing special happens|You are teleported out immediately|You lose the shield","The gnomes mark it off on their bingo card","Ape Atoll|dragon square shield|gnomes|bingo card","If you get caught in Ape Atoll prison while wearing a dragon square shield the gnomes will mark it off on their bingo card."
"Wiki Fun Facts","mc","How many possible random things can The Monkey's Aunt say in monkey language?","Over 490 trillion|78,856|Over 1 billion|Exactly 10,000","Over 490 trillion","Monkey's Aunt|monkey language|dialogue|random","Most monkeys have 78,856 possible random sayings in monkey language but The Monkey's Aunt has over 490 trillion possible phrases."
"Wiki Fun Facts","mc","Why do karambwan fishing spots never move?","A bug from 18 years ago prevents them from moving|They are fixed by design|The karambwan is a stationary fish|Jagex intentionally coded them to stay still","A bug from 18 years ago prevents them from moving","karambwan|fishing spots|bug|Karamja","Karambwan fishing spots never move due to a really funny bug from 18 years ago related to how their spawning code works."
"Wiki Fun Facts","mc","Which of these rune types existed in 2001 but were never obtainable and removed by June of that year?","Life, Time, Reality and Illusion runes|Chaos, Death and Blood runes|Wrath, Soul and Astral runes|Mind, Body and Earth runes","Life, Time, Reality and Illusion runes","runes|Time rune|Reality rune|Illusion rune|Life rune|2001|unobtainable","In 2001 Life, Time, Reality and Illusion runes existed in the game code but were never obtainable and removed by June 2001."
"Wiki Fun Facts","mc","What is the special property of blackjacks used in combat?","They have a chance to stun the opponent that is inversely proportional to their current HP|They always stun on the first hit|They give double XP in combat|They ignore armour defence","They have a chance to stun the opponent that is inversely proportional to their current HP","blackjack|stun|combat|PvP|hitpoints","Blackjacks can be used in combat and have a stun chance inversely proportional to the target's current hitpoints and it stacks with itself."
"Wiki Fun Facts","mc","If you die inside Leo's gravedigger random event area, what does Leo do?","He welcomes you right back|He immediately kicks you out|He gives you a penalty|Nothing special happens","He welcomes you right back","Leo|gravedigger|random event|death|dialogue","If you die inside Leo's gravedigger random event he will welcome you right back which has only been seen once in 276,000 gravedigger events."
"Wiki Fun Facts","mc","What happens if you try to use NPC Contact to talk to an NPC while standing right next to them?","The NPC calls you out on your behaviour|Nothing special happens|The spell fails|The NPC attacks you","The NPC calls you out on your behaviour","NPC Contact|Magic|dialogue|standing nearby","If you use NPC Contact while physically standing next to the NPC they will call you out on the absurdity of using the spell."
"Wiki Fun Facts","tf","Completing the easy Ardougne Diary actually provides no real benefit to stall thieving because there is no randomness in stall thieving at all.","True|False","True","Ardougne Diary|stall thieving|no randomness|bug","The Ardougne Diary claims a 10% boost to stall thieving but there is no randomness in stall thieving whatsoever so the boost does nothing."
"Wiki Fun Facts","mc","The general stores in which two locations share stock, meaning items sold to one appear in the other?","Shayzien and Void Knight Outpost|Lumbridge and Draynor|Varrock and Falador|Edgeville and Barbarian Village","Shayzien and Void Knight Outpost","general store|Shayzien|Void Knight Outpost|shared stock","The general stores in Shayzien and the Void Knight Outpost share their stock so items sold to one are visible and buyable in the other."
"Wiki Fun Facts","mc","What strange bug occurs with cave goblin guards' drops?","Spear-wielding guards drop bone clubs while club-wielding guards drop bone spears|Guards drop their own weapons|Guards never drop anything|Guards drop random items","Spear-wielding guards drop bone clubs while club-wielding guards drop bone spears","cave goblin guards|drops|bone club|bone spear|bug","Cave goblin guards have a bug where spear-wielding guards drop bone clubs and club-wielding guards drop bone spears."
"Wiki Fun Facts","mc","If a water wizard was made to talk to you, what would be wrong with their chathead?","It would show a fire wizard's chathead|It would be invisible|It would show a random player's chathead|Nothing would be wrong","It would show a fire wizard's chathead","water wizard|fire wizard|chathead|bug","Water wizards have a fire wizard's chathead assigned to them which you can see by triggering their dialogue via broken Tourist Trap mechanics."
"Wiki Fun Facts","mc","What was the original intended reward from Fremennik Isles according to unused game data?","Two halves of a dragon full helm from Neitiznot and Jatizso|A new type of rune|A special Fremennik weapon|Access to a new area","Two halves of a dragon full helm from Neitiznot and Jatizso","Fremennik Isles|dragon full helm|original reward|Neitiznot|Jatizso","Unused game data suggests the original reward for Fremennik Isles was two halves of a dragon full helm one from each island."
"Wiki Fun Facts","mc","What special secret do sea snakes have?","A secret drop table triggered by doing something while they are dying|A hidden examine text|A rare chance to spawn a boss|They give double XP in Slayer","A secret drop table triggered by doing something while they are dying","sea snakes|secret drop table|Fishing Trawler","Sea snakes have a secret drop table that is only accessible if you do something special while they are dying."
"Wiki Fun Facts","mc","Can the success rate for skilling actions in OSRS ever decrease as your level increases?","Yes due to integer division in the game engine|No it always strictly increases|Only for Herblore|Only at levels divisible by 10","Yes due to integer division in the game engine","skilling|success rate|integer division|game engine|level","The chance of success for skilling actions can sometimes decrease slightly due to the way the game engine divides integers."
"Wiki Fun Facts","mc","What is the only way to bring a melee weapon onto Entrana that has always worked since RuneScape Classic?","Pull a black dagger from a Christmas cracker at 6/128 chance|Smuggle it in a barrel|Use a Karamja smuggler NPC|Equip it during the ferry ride","Pull a black dagger from a Christmas cracker at 6/128 chance","Entrana|black dagger|Christmas cracker|weapon|smuggle","The only way to bring a melee weapon onto Entrana that has always worked since RSC is pulling a black dagger from a Christmas cracker at 6 in 128 chance."
